scope,file,version,status,remote_version,remote_name,sql_comparison,live_assessment,notes,sha256
active,supabase/migrations/20260101_drop_agent_research_tables.sql,20260101,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,aaaa2dd0d4abe06b4e6703f606df2b58fc282304507963e90a56ed394b1b3124
active,supabase/migrations/20260102_increment_chat_session_metrics.sql,20260102,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,28aed96174455d48ce9423347b27748a255c45581ad8af5a077f2d20931add4f
active,supabase/migrations/20260103_extend_onto_project_logs_entity_types.sql,20260103,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f9eea107a9ec659a8c847340d5c25a53606c66bcd3e5ecf910668e48f2c69d41
active,supabase/migrations/20260112000000_cleanup_unused_rpc_functions.sql,20260112000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,c96c2d5fd27f1a023a737ca8f9739c5cd5b43eb2c7da6b4dbc701a7ec1a25046
active,supabase/migrations/20260115_update_chat_context_types.sql,20260115,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0da926093bba0b4908ef2eb7ab38d086f2ffc6f666fb5b95ccff313a0100de86
active,supabase/migrations/20260116_get_latest_ontology_daily_briefs.sql,20260116,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,aeff27c027ce9df1f1b2521becbbcaa24c3158858c176ea25465d87cae9091a4
active,supabase/migrations/20260116_ontology_brief_query_indexes.sql,20260116,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9e8096d69f4028729c19d53f5376beca5bcd83761d465f99705fb0b1d8a9bde9
active,supabase/migrations/20260124000000_restore_check_onboarding_complete.sql,20260124000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,44d473c77cc7517050054cfd9f813220696230b57aba18b8740c259d246d8203
active,supabase/migrations/20260125_add_type_key_to_onto_decisions.sql,20260125,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,152b6b69eb9805830e4e04a37d0c9a3769882d554327aa23c8c08d2651702c5d
active,supabase/migrations/20260126_120000_homework_runs.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f9f243593884bd9ea2c99fa70e3db46fc6ae59575b06a142a927fd00cb8dc8a5
active,supabase/migrations/20260126_130000_fix_homework_workspace_project_fk.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,30e6e592d95b9cf7d550f488c14c7f35cc0c05f81837b8ff01a044d30d709823
active,supabase/migrations/20260126_140000_homework_workspace_indexes.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7f0c71f5a0130a805b6e11e60310ab3a61d3c9db538c56d1d32de07d163061a3
active,supabase/migrations/20260126_150000_add_homework_chat_type.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d30f6bda518ac1eff317ee3f437d44d727732c83856354fcc3660ba1628663de
active,supabase/migrations/20260126_extend_document_state_enum.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,03c1b47e5da4c97608dd986ecf76651d1c6e4820178c42dc5df871fe02217b47
active,supabase/migrations/20260126_update_get_project_full.sql,20260126,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,13e4ced4a657902c113c29c18c4c091b9918b0ac72fff0333c178faf453c8562
active,supabase/migrations/20260127_090000_tree_agent.sql,20260127,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,61545c2344781648a3120a9bb58dfa0c30f831c74f547f5c427c7b6b297d3909
active,supabase/migrations/20260127_100000_tree_agent_context_columns.sql,20260127,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,33a25211d1f65fc7e43ad203afce1b5d65f45d8b94add7326e2b2e41909c5b5e
active,supabase/migrations/20260127_180000_dashboard_calendar.sql,20260127,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,937391f1928566e184155257c260967bf58369ad5678dc2792f082b20a89187a
active,supabase/migrations/20260127_admin_analytics_ontology_updates.sql,20260127,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,c4a676684625bb82223a6fc86bf5b504c6e755f00881091a4b6c0f88652fc861
active,supabase/migrations/20260128000000_add_project_graph_context_rpc.sql,20260128000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5a77809ca642c349c9fa0adf8aeaf03b52f62e17b4404190b0d458b40e643be8
active,supabase/migrations/20260128_update_onto_search_entities_soft_delete.sql,20260128,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,09f3189148737dc65ba9e56e11fba345c1616dd011021590822e1107478d824d
active,supabase/migrations/20260129_align_project_calendars_to_onto_projects.sql,20260129,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,f26f43eb3c3b956ddaa05c23d59e532ce5ea4c13afbdbe722f19fe760a990626
active,supabase/migrations/20260130000000_hierarchical_documents_full.sql,20260130000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4ede02d8bc476f321121e7d37acd9d2d9eb1c6e5326e142c53bb11bda7187eb1
active,supabase/migrations/20260130000001_add_agent_plan_step_update_rpc.sql,20260130000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,61a96a1d78758005c026c2eaee08029d259ef4b061ac30690fd69fdeaca44d7a
active,supabase/migrations/20260130_235500_update_agent_plan_step_rpc_lock.sql,20260130,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,46aef9d21ab3fae9beb6c3e995b33c63b660b377dbbb9862b8d21ff7bb0d1b45
active,supabase/migrations/20260130_235900_add_timing_metrics.sql,20260130,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,8a47407a319e4fcd7866160ec4f5049ef7575cc2f1e7a74b79d272ace25ca0ea
active,supabase/migrations/20260201000000_add_project_context_snapshot.sql,20260201000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7e46b380a2cbbfdbe099f6c87be51cfae14a9babd3c12e94f1cae8ed83d75d8b
active,supabase/migrations/20260204_001_add_project_invite_event_type.sql,20260204,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7bafaab8f3afeb90f7638e3a8af8d9a79a24f5c0a2d6fa8d61dcc3ad22552515
active,supabase/migrations/20260205_001_notification_opt_in_defaults.sql,20260205,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,66cb08d3aa4cd3c0a9d987f9fabda0b248306293c913e107d820393353f7b8aa
active,supabase/migrations/20260205_002_emit_notification_event_opt_in.sql,20260205,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7639c196db031b62e2f5ccb8866e05058c13e233d2b71d0763bfee2671562fee
active,supabase/migrations/20260205_003_user_notifications_linkage.sql,20260205,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7638b5dba3dc1d20ed24813f348055adf5b5331a0b45bbd6b33c27012b9ffba1
active,supabase/migrations/20260206_add_chat_message_role_index.sql,20260206,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,cd3bab7ba7812800799cbbd1d6d07eee35254645c6a2271cd59510b7871c2e4d
active,supabase/migrations/20260207_add_chat_session_last_classified_at.sql,20260207,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,927db2e1ac76798108a2f2ce4802bedaa5bf7194730d5df2827174982e4775f8
active,supabase/migrations/20260208000000_backfill_doc_structure_metadata.sql,20260208000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,7b29239042964615ec571fdc7106d4c5f579b27da54fb438b8df2a49b9b46924
active,supabase/migrations/20260208_120000_fix_calendar_items_user_scope.sql,20260208,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b1b8f28e80474f4045fe543271a3e5daea8117d651ad3c0283c8737116214f80
active,supabase/migrations/20260213000000_add_behavioral_profile_layers.sql,20260213000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,26f82724dc662d87f438e17a0ac39e04e0d2d863f5e5d8eed7be505fc5374812
active,supabase/migrations/20260216000000_onboarding_v3_columns.sql,20260216000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5579efb3c2d4c29864edc85e1152de74e8434abc94c2f75d342b34dc0efef59c
active,supabase/migrations/20260301000000_add_user_preferences.sql,20260301000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9ea245faa9daaebefbfdd2b78d8d962fdb010250209d3f5c02454bc117e7a438
active,supabase/migrations/20260308000000_add_graph_reorg_rpc.sql,20260308000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0e0a2fa1a05d3771224add22ac52d70c1b2cd59ae85fa690d0e20939c2ba046a
active,supabase/migrations/20260315000000_add_web_page_visits.sql,20260315000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,334de02c378a7680071de94b9b90f7c887958585398217f2098cf077e8cb0307
active,supabase/migrations/20260320000000_project_sharing_membership.sql,20260320000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,890075382afae6402acbe285ac0cbcad716df85b96109b24bd1130400a3f4b4d
active,supabase/migrations/20260320000001_project_invite_accept.sql,20260320000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e49e06f6ae7ea3aa3a5d6fca7486b07c258b124092327a3a7c5fa9e622831972
active,supabase/migrations/20260320000002_project_sharing_access_fixes.sql,20260320000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6e941b19d11031510f29c6a376634fb2d33657a912428c40c9424347b39ec452
active,supabase/migrations/20260322000000_add_voice_notes.sql,20260322000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b94176e1ad4747b85b7526c4fa88f18c188088d72ba5278010b759838815080f
active,supabase/migrations/20260324000000_add_voice_note_groups.sql,20260324000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,db9e277a418f6b6abb9e6c71c6ca659437a9f7aef1e9cb20d0b3c78ff82a6a18
active,supabase/migrations/20260325000000_fix_project_invite_accept_upsert.sql,20260325000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,3b9d8bdb684202dcd0836cc3d697cd04bf0e0a0b7da9608e7851f66a856c5b7e
active,supabase/migrations/20260326000000_invite_pending_flow.sql,20260326000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,95101ac53467814537d8a0ee99d7b85c92575803ca0cc236b1ce17f454cf1658
active,supabase/migrations/20260326000001_fix_pending_invites_status_ambiguity.sql,20260326000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,e07e481385831a958f16f8ca8dba77f66b1bc4d95a7ee04591241bd789c5aa32
active,supabase/migrations/20260327000000_add_voice_note_transcription_queue.sql,20260327000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,841c051d903ced851d12acfe6a25eccee0112abf47d5e62e246c20bb9cc12024
active,supabase/migrations/20260328000000_add_onto_comments.sql,20260328000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,78d99cb4d6448d0051f77c7d355f5d5dae9e4225d33d736720cbfe39c5973d63
active,supabase/migrations/20260329000000_remove_unused_rpc_functions.sql,20260329000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d9fbf85f587e3000aa9093c9095231376881bfd031389af0482cf2d43c0f855e
active,supabase/migrations/20260329000001_performance_indexes_and_functions.sql,20260329000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,19149abfecda8d8fb2cdf9c1b764e2dbcffb623d6c7e485868d1fc3f8ff04545
active,supabase/migrations/20260419_allow_nullable_milestone_due_at.sql,20260419,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,42f5391dbe610276d3f7c69852eff3babd17c57fb6196637655349070ad9c457
active,supabase/migrations/20260420000000_add_fastchat_context_rpc.sql,20260420000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,b2f585e33dc1cf7bb4c62fe5587adbb264c20bf6fc80e77b9aee87e706cb6363
active,supabase/migrations/20260421000000_notification_risk_cleanup.sql,20260421000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,aab01cca462aac71bc9df046f905587565527e3c60c948d1cc100b9db4aa4476
active,supabase/migrations/20260421000001_prevent_duplicate_daily_brief_notifications.sql,20260421000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,01f9e7cf6ce8546bb30079e62ddaec812d0263c8110909e2bd9f80e41575f749
active,supabase/migrations/20260422000000_project_notification_settings_rpc.sql,20260422000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4e817a0a8bfe23e124dcb694d26dfd162a9135cc2295b414ca8f3477cff89375
active,supabase/migrations/20260423000000_project_collaboration_race_fixes.sql,20260423000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,80ba6020edce41a88ed013ec5afc1752291ad123cd15d0095c9427bfdb1349bd
active,supabase/migrations/20260423000001_fix_invite_accept_project_id_ambiguity.sql,20260423000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a8a9d5fc11f2b4268bf17dd9bbc404dc2f3338022b37c3a39788a0cda04e99ba
active,supabase/migrations/20260423000002_harden_invites_for_deleted_projects.sql,20260423000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,2ae2a5ea9be810a3d4ecbf1bab831a8a2d3ecaf63bc113ee8eec69a5583c9601
active,supabase/migrations/20260423000003_allow_editor_invite_management.sql,20260423000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,bcf0759cdfaa7dc8cb5ef5192a6d24d04e16ab08fbb4457863bfbf9767ee22a6
active,supabase/migrations/20260423000004_project_member_role_profile_and_fastchat_members.sql,20260423000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,971bd659bfdc440065d55a39bdcd3e67f19bbf1ad98c942de1f000b6e5920783
active,supabase/migrations/20260424000000_project_activity_notification_batching.sql,20260424000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,0e892bc6da131b80ade1a27d9aa17b47401f1278b1a41311fe086257ac395db7
active,supabase/migrations/20260424000005_ontology_brief_snapshot_constraints.sql,20260424000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,88eb82fb1f65327a9ce14183518d8082e453d2a43a460acd0cd505c055307421
active,supabase/migrations/20260424000006_add_daily_brief_context_type_to_chat_sessions.sql,20260424000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,fa7287d3f827f793eb9945124e81e0d4f377e7650fe14ccb984faead23c02e08
active,supabase/migrations/20260424000007_timebox_fastchat_context_events.sql,20260424000007,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a96a64e59180e10b938d64a59fc44c62d8f917cdf101f1d34762cb5f88246f57
active,supabase/migrations/20260424000008_add_fastchat_context_documents_snapshot.sql,20260424000008,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,28c0f43a990765cb70bc482d60ba083e1747578161d8bd59828a8171cf1c3b90
active,supabase/migrations/20260425000000_add_project_icon_generation.sql,20260425000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,03362b6f542e117218082b9b33b227350f8fc248ae95597ee3c9ee9eecd4eaa9
active,supabase/migrations/20260425000001_include_project_icon_fields_in_skeleton_rpc.sql,20260425000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,a74702a08e165626351e9d9a822aa354af1d2d092abae275a4187843781f3e1f
active,supabase/migrations/20260425000002_queue_job_retention_cleanup.sql,20260425000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,d90485c21d82d22274b4bb3802c5fdf00647c463da1ef16724e9c63122f82bbc
active,supabase/migrations/20260425000003_fix_onto_projects_insert_rls_actor_compat.sql,20260425000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,6b3cd75e59058024fc08c8a944d9789752790d37a71e08c696314ce0e77b1449
active,supabase/migrations/20260425000004_fix_project_owner_membership_actor_resolution.sql,20260425000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,1be5e4a3f46980cc268db8aa6ddf8047cc7fec4912732154b9c7331861a93f64
active,supabase/migrations/20260425000005_add_consumption_billing_gate.sql,20260425000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,244f1fcb2c78525b6e6a5cb0f4c30016f0e44942a1be54ec43038d57e23652b7
active,supabase/migrations/20260425000006_add_billing_state_transition_audit.sql,20260425000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,2cad533c20f46f5432e5aebcf37833653e0aa8304b35bc869249d32417a74881
active,supabase/migrations/20260425000007_fix_onto_projects_insert_rls_policy_reconciliation.sql,20260425000007,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,52bf8406bd1dec9ae001591dfa9c7bc91ebda938ca07527f7fdaaca4188ff76c
active,supabase/migrations/20260425000008_add_billing_ops_snapshots_and_anomalies.sql,20260425000008,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9de59aeddf5ea65dd884ff3972ad0023662e3bdce3ae6660b21f3c8b915d9bf8
active,supabase/migrations/20260426000000_add_ontology_assets_with_ocr.sql,20260426000000,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,699840252ceb15797316b87ecf40fef935ef67b5385460e974cf1fbc9f2345ce
active,supabase/migrations/20260426000001_add_images_to_onto_search_entities.sql,20260426000001,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,c2cc1bc0784bd0ecbcd96e2c7b5a36ac3d4df9bfd38b88779a2afaf9d2efad9d
active,supabase/migrations/20260426000002_add_onto_task_assignees.sql,20260426000002,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,5785e94ba55007f56aa24680331b2576a0e9e2a8de6a8cee0958ff0df52fb4cb
active,supabase/migrations/20260426000003_remove_onto_outputs_from_get_project_full.sql,20260426000003,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,77c6d030ccd871416b5552b93846157a197126b84263ab9cba74e634341d54a1
active,supabase/migrations/20260426000004_remove_onto_outputs_from_remaining_rpcs.sql,20260426000004,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,9eb011e79854fd0c5f3082d989186c89df829d986b4725b93efe64585b8f5c93
active,supabase/migrations/20260426000005_remove_onto_decisions_from_active_rpcs.sql,20260426000005,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,eb6a24e6c4cb06b98ad45284be04147a8db71b2a4c0ff0d8f5be1ded3fb0ea8b
active,supabase/migrations/20260426000006_notification_priority1_fixes.sql,20260426000006,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4df7fe6ab0a58482f53a6bc44eda394440596f3285c90998fca1ba7510cf961e
active,supabase/migrations/20260426000007_notification_priority2_activity_alignment.sql,20260426000007,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,4d11afce5ba27ff980325fc35c1dfb0c5b055bab926e197076711eb44b565e3f
active,supabase/migrations/20260426000008_shared_project_activity_default_in_app.sql,20260426000008,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,70e6c91853deaca224319f6605f43c97ff503166dd6bf0d3e9d0fb7b9284882e
active,supabase/migrations/20260426000009_decommission_legacy_brief_email_jobs.sql,20260426000009,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,42f61c1c74f40f83ae56769a19f45104c4a3bfe9a73c6b667a1ef4647dc5379e
active,supabase/migrations/20260426000010_remove_raw_project_activity_changed_events.sql,20260426000010,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,586dbd85d8adef6a62ec0dbf133ca686843ae994c139fbc25970530d6f18b867
active,supabase/migrations/20260426000011_notification_event_type_expansion_for_tracked_in_app.sql,20260426000011,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,85abd254d47e90d3eccfc1e55b2102f21e35bed269fa6bd56eb89349c877813b
active,supabase/migrations/20260426000012_fix_project_activity_batched_event_constraint.sql,20260426000012,unrecorded,,,no_matching_ledger_entry,not_verified,No matching production version/name/complete SQL; historical effects not certified. Do not infer that replay is required.,857c9a8f3b841d7398ab71f0bcdf4719c17b1809733ca2d4bbc5855ee415b465
